ESTACION;FECHA;HORA_LOCAL;TEMPERATURA (C);HUMEDAD RELATIVA (%);PRESION ESTACION (hPa)
10100;11/04/2022;6;17;95;952.2
10100;11/04/2022;7;16.7;99;953
10100;11/04/2022;8;16.6;96;953.7
10100;11/04/2022;9;16.6;96;954.5
10100;11/04/2022;10;16.9;87;955.4
10100;11/04/2022;11;16.2;95;955.3
10100;11/04/2022;12;17.7;81;955.3
10100;11/04/2022;13;18.9;80;954.8
10100;11/04/2022;14;20.4;68;954
10100;11/04/2022;15;20.7;67;953.4
10100;11/04/2022;16;20.4;66;953.2
10100;11/04/2022;17;19.8;70;953.2
10100;11/04/2022;18;18.8;74;953
10100;11/04/2022;19;17.9;76;953.4
10100;11/04/2022;20;16.6;81;954.2
10100;11/04/2022;21;14;90;954.9
10100;11/04/2022;22;14.8;90;955.3
10100;11/04/2022;23;15;91;955.8
10100;12/04/2022;0;15.4;93;955.8
10100;12/04/2022;1;15.1;90;956.2
10100;12/04/2022;2;14.8;91;956.2
10100;12/04/2022;3;12;97;955.6
10100;12/04/2022;4;12.9;97;955.6
10100;12/04/2022;5;13.4;94;955.2
10100;12/04/2022;6;14.2;93;955.4
10100;12/04/2022;7;13.5;97;955.2
10100;12/04/2022;8;13.6;96;955.6
10100;12/04/2022;9;14.8;91;955.4
10100;12/04/2022;10;16.3;81;956.2
10100;12/04/2022;11;16.6;82;956.2
10100;12/04/2022;12;16.7;85;956.6
10100;12/04/2022;13;15.4;91;956.1
10100;12/04/2022;14;16.8;88;955.4
10100;12/04/2022;15;16.9;86;955.2
10100;12/04/2022;16;15.8;93;955.2
10100;12/04/2022;17;15;83;955.8
10100;12/04/2022;18;13.6;89;956.6
10100;12/04/2022;19;13.8;89;958
10100;12/04/2022;20;12.8;97;959.4
10100;12/04/2022;21;12.9;97;959.8
10100;12/04/2022;22;12.8;97;961
10100;12/04/2022;23;12.3;97;961.6
10100;13/04/2022;0;12.6;93;961.6
10100;13/04/2022;1;12;97;961.6
10100;13/04/2022;2;12.7;92;961.6
10100;13/04/2022;3;10.6;97;961.2
10100;13/04/2022;4;9.3;96;960.2
10100;13/04/2022;5;8.1;93;960.2
10100;13/04/2022;6;7.3;92;961
10100;13/04/2022;7;6.6;92;961.4
10100;13/04/2022;8;6.4;92;961.8
10100;13/04/2022;9;10.7;80;962.4
10100;13/04/2022;10;16.4;53;962.9
10100;13/04/2022;11;18.2;37;963.4
10100;13/04/2022;12;19.6;34;963.4
10100;13/04/2022;13;20.7;32;962.9
10100;13/04/2022;14;21.4;27;962.2
10100;13/04/2022;15;22.6;28;961.8
10100;13/04/2022;16;22.8;29;961.4
10100;13/04/2022;17;22.8;30;961.6
10100;13/04/2022;18;22.2;32;961.7
10100;13/04/2022;19;16.7;46;962.2
10100;13/04/2022;20;11.4;72;963
10100;13/04/2022;21;10.3;74;963.8
10100;13/04/2022;22;8.4;87;964.5
10100;13/04/2022;23;8.6;84;965
10100;14/04/2022;0;7.8;85;965.2
10100;14/04/2022;1;7.7;86;965.3
10100;14/04/2022;2;7.6;86;965
10100;14/04/2022;3;8;82;964.9
10100;14/04/2022;4;7.4;84;964.5
10100;14/04/2022;5;6.8;83;964.2
10100;14/04/2022;6;6.9;83;964.2
10100;14/04/2022;7;7.4;78;964.5
10100;14/04/2022;8;5;88;965
10100;14/04/2022;9;11;74;965.4
10100;14/04/2022;10;18.4;49;965.8
10100;14/04/2022;11;22.4;32;965.7
10100;14/04/2022;12;23.4;25;965.6
10100;14/04/2022;13;24.6;25;965
10100;14/04/2022;14;25.2;26;964.1
10100;14/04/2022;15;24.8;25;963.2
10100;14/04/2022;16;24.7;27;962.6
10100;14/04/2022;17;23.6;27;962.5
10100;14/04/2022;18;22.4;31;962.2
10100;14/04/2022;19;18;49;962.2
10100;14/04/2022;20;14;65;962.6
10100;14/04/2022;21;11.2;78;963.3
10100;14/04/2022;22;11.7;75;963.6
10100;14/04/2022;23;11.4;79;963.6
10100;15/04/2022;0;10;80;963.3
10100;15/04/2022;1;8.4;81;963
10100;15/04/2022;2;11;71;962.5
10100;15/04/2022;3;9.8;76;962.2
10100;15/04/2022;4;9.6;73;961.7
10100;15/04/2022;5;7.8;79;961.4
10100;15/04/2022;6;9.9;72;961.4
10100;15/04/2022;7;10.3;69;961.8
10100;15/04/2022;8;10.7;66;962.2
10100;15/04/2022;9;13.2;57;962.6
10100;15/04/2022;10;17.2;44;962.9
10100;15/04/2022;11;18.7;42;963
10100;15/04/2022;12;20.2;35;962.8
10100;15/04/2022;13;20.7;35;962.1
10100;15/04/2022;14;22;31;961.2
10100;15/04/2022;15;22.8;30;960.4
10100;15/04/2022;16;22.4;29;960
10100;15/04/2022;17;20.6;34;960
10100;15/04/2022;18;19.2;38;960.1
10100;15/04/2022;19;17.4;48;960.5
10100;15/04/2022;20;15.4;58;960.9
10100;15/04/2022;21;13.5;69;961.8
10100;15/04/2022;22;13.6;68;962.5
10100;15/04/2022;23;12;77;962.9
10100;16/04/2022;0;11;83;962.9
10100;16/04/2022;1;10.7;84;962.5
10100;16/04/2022;2;10.4;85;962.2
10100;16/04/2022;3;9.4;85;961.7
10100;16/04/2022;4;8.7;86;961.6
10100;16/04/2022;5;10.2;78;960.9
10100;16/04/2022;6;9.2;82;961.3
10100;16/04/2022;7;9.8;81;961.6
10100;16/04/2022;8;8.6;88;962.1
10100;16/04/2022;9;14.1;66;962.6
10100;16/04/2022;10;17.9;52;963
10100;16/04/2022;11;18.7;45;963.3
10100;16/04/2022;12;20.6;46;963.2
10100;16/04/2022;13;22.5;42;962.9
10100;16/04/2022;14;22.9;41;962.6
10100;16/04/2022;15;22.5;43;962
10100;16/04/2022;16;22.2;44;961.7
10100;16/04/2022;17;22.6;43;961.7
10100;16/04/2022;18;21.3;47;962
10100;16/04/2022;19;17.9;61;962.5
10100;16/04/2022;20;13.2;76;963
10100;16/04/2022;21;12.3;77;963.8
10100;16/04/2022;22;11.7;85;964.2
10100;16/04/2022;23;11.3;85;964.6
10100;17/04/2022;0;11.6;84;964.5
10100;17/04/2022;1;11.5;84;964.5
10100;17/04/2022;2;11.4;86;964.2
10100;17/04/2022;3;10.4;90;963.8
10100;17/04/2022;4;10.3;91;963.4
10100;17/04/2022;5;8.8;92;962.9
10100;17/04/2022;6;7.7;97;963
10100;17/04/2022;7;8.2;92;962.9
10100;17/04/2022;8;8.8;95;963.2
10100;17/04/2022;9;12.2;88;963.6
10100;17/04/2022;10;17.4;62;963.8
10100;17/04/2022;11;19.6;53;963.7
10100;17/04/2022;12;21.2;49;963.6
10100;17/04/2022;13;22.6;48;963
10100;17/04/2022;14;23;46;962.2
10100;17/04/2022;15;23.6;43;961.3
10100;17/04/2022;16;24;42;960.8
10100;17/04/2022;17;23.6;42;960.4
10100;17/04/2022;18;21.8;47;960.5
10100;17/04/2022;19;17.8;62;960.8
10100;17/04/2022;20;12.8;79;961.3
10100;17/04/2022;21;13.4;80;961.8
10100;17/04/2022;22;11.4;86;962.4
10100;17/04/2022;23;11.3;89;962.5
10100;18/04/2022;0;11.5;88;962.4
10100;18/04/2022;1;10.8;95;961.8
10100;18/04/2022;2;10.6;90;961.6
10100;18/04/2022;3;9.4;95;961
10100;18/04/2022;4;10;95;960.4
10100;18/04/2022;5;10.2;99;959.8
10100;18/04/2022;6;11.4;86;959.6
10100;18/04/2022;7;11.4;87;959.8
10100;18/04/2022;8;11.4;86;960.1
10100;18/04/2022;9;14.6;75;960.4
10100;18/04/2022;10;18.4;59;960.5
10100;18/04/2022;11;20.9;50;960.5
10100;18/04/2022;12;22.5;46;960
10100;18/04/2022;13;24;49;959.2
10100;18/04/2022;14;24.4;47;958.2
10100;18/04/2022;15;23.4;48;957.4
10100;18/04/2022;16;24;44;956.8
10100;18/04/2022;17;23.6;44;956.4
10100;18/04/2022;18;22.4;46;956.4
10100;18/04/2022;19;18.2;64;956.6
10100;18/04/2022;20;14.2;78;957.4
10100;18/04/2022;21;13.3;82;958.2
10100;18/04/2022;22;13.5;84;958.6
10100;18/04/2022;23;13.3;88;958.6
10100;19/04/2022;0;13.7;81;958.6
10100;19/04/2022;1;15.1;73;958.2
10100;19/04/2022;2;13.7;80;958.1
10100;19/04/2022;3;13.9;79;957.4
10100;19/04/2022;4;14.5;75;957
10100;19/04/2022;5;14.1;77;956.6
10100;19/04/2022;6;12.1;85;956.4
10100;19/04/2022;7;13;78;956.8
10100;19/04/2022;8;14.6;71;957
10100;19/04/2022;9;17.4;59;957.2
10100;19/04/2022;10;20;49;957.3
10100;19/04/2022;11;22.6;43;957.2
10100;19/04/2022;12;24.4;41;957
10100;19/04/2022;13;25.8;39;956.2
10100;19/04/2022;14;26.3;34;955.3
10100;19/04/2022;15;27;32;954.6
10100;19/04/2022;16;26.4;41;954.2
10100;19/04/2022;17;24.8;45;954
10100;19/04/2022;18;24.2;45;954.2
10100;19/04/2022;19;21.2;59;954.8
10100;19/04/2022;20;17.6;75;955.7
10100;19/04/2022;21;17.6;75;956.4
10100;19/04/2022;22;16.4;80;956.6
10100;19/04/2022;23;15.6;84;956.9
10100;20/04/2022;0;13.6;90;957
10100;20/04/2022;1;15.2;84;956.9
10100;20/04/2022;2;17.3;74;956.6
10100;20/04/2022;3;15.7;81;956
10100;20/04/2022;4;15;81;955.8
10100;20/04/2022;5;14.4;81;955.6
10100;20/04/2022;6;14.6;85;955.2
10100;20/04/2022;7;16;78;955.2
10100;20/04/2022;8;17.2;76;955.4
10100;20/04/2022;9;18.8;71;956.2
10100;20/04/2022;10;20.4;66;956.8
10100;20/04/2022;11;22.2;60;956.8
10100;20/04/2022;12;25.2;51;956.1
10100;20/04/2022;13;25.7;48;955
10100;20/04/2022;14;26.8;49;954.2
10100;20/04/2022;15;29.3;36;953.4
10100;20/04/2022;16;30.2;33;952.9
10100;20/04/2022;17;29.6;31;952.9
10100;20/04/2022;18;28.5;35;954.9
10100;20/04/2022;19;19.6;69;956.9
10100;20/04/2022;20;17.4;77;958.6
10100;20/04/2022;21;17;71;960.4
10100;20/04/2022;22;16.1;65;961.4
10100;20/04/2022;23;16.7;58;962.1
10100;21/04/2022;0;16.1;66;962
10100;21/04/2022;1;15.5;68;962.2
10100;21/04/2022;2;15.1;70;962.2
10100;21/04/2022;3;12.8;77;961.4
10100;21/04/2022;4;12.1;80;961.2
10100;21/04/2022;5;11.7;81;960.6
10100;21/04/2022;6;8.5;88;959.8
10100;21/04/2022;7;9.8;70;960
10100;21/04/2022;8;10.8;69;959.2
10100;21/04/2022;9;13;53;959.6
10100;21/04/2022;10;18.4;32;959
10100;21/04/2022;11;21.2;23;958.6
10100;21/04/2022;12;22;25;957.7
10100;21/04/2022;13;22.8;30;956
10100;21/04/2022;14;23.8;33;954.6
10100;21/04/2022;15;20;65;953.4
10100;21/04/2022;16;23;44;952
10100;21/04/2022;17;24.4;39;951
10100;21/04/2022;18;23;42;950.5
10100;21/04/2022;19;20.3;50;950
10100;21/04/2022;20;17.2;68;950.1
10100;21/04/2022;21;14.1;80;950.2
10100;21/04/2022;22;13.3;86;950.5
10100;21/04/2022;23;12.8;92;950.6
10100;22/04/2022;0;12.6;90;950.6
10100;22/04/2022;1;13;89;950.6
10100;22/04/2022;2;13.3;90;950.6
10100;22/04/2022;3;13.2;92;950.6
10100;22/04/2022;4;13.7;88;950
10100;22/04/2022;5;14.3;88;949
10100;22/04/2022;6;13.6;89;948.9
10100;22/04/2022;7;13.7;89;949.3
10100;22/04/2022;8;14.4;87;950.1
10100;22/04/2022;9;16.4;71;952.1
10100;22/04/2022;10;15.2;65;953.8
10100;22/04/2022;11;14.6;65;954.2
10100;22/04/2022;12;14.7;67;955.2
10100;22/04/2022;13;15;64;954.6
10100;22/04/2022;14;15;64;954.6
10100;22/04/2022;15;16.3;60;953.8
10100;22/04/2022;16;16.4;61;953.4
10100;22/04/2022;17;16.6;60;953.3
10100;22/04/2022;18;16.2;66;953.2
10100;22/04/2022;19;12;83;953.4
10100;22/04/2022;20;9.7;86;953.7
10100;22/04/2022;21;8.4;92;954.2
10100;22/04/2022;22;7.4;95;954.8
10100;22/04/2022;23;7.5;93;955
10100;23/04/2022;0;7.7;90;954.8
10100;23/04/2022;1;8;95;954.4
10100;23/04/2022;2;8.4;92;953.7
10100;23/04/2022;3;9.1;85;952.6
10100;23/04/2022;4;9.2;82;951.7
10100;23/04/2022;5;8.9;85;950.6
10100;23/04/2022;6;9.7;86;949.4
10100;23/04/2022;7;10.2;92;949.3
10100;23/04/2022;8;10.4;91;949.6
10100;23/04/2022;9;13.1;77;949.8
10100;23/04/2022;10;17.7;68;950.2
10100;23/04/2022;11;22.2;52;950.1
10100;23/04/2022;12;24.5;51;950
10100;23/04/2022;13;25.6;41;949
10100;23/04/2022;14;27.7;37;948.2
10100;23/04/2022;15;27.9;35;947.4
10100;23/04/2022;16;27.3;35;947.2
10100;23/04/2022;17;26.6;39;946.9
10100;23/04/2022;18;25.1;42;947
10100;23/04/2022;19;21.9;50;947.4
10100;23/04/2022;20;19.7;58;948
10100;23/04/2022;21;17;69;948.4
10100;23/04/2022;22;14.2;79;948.9
10100;23/04/2022;23;12.7;83;949.4
10100;24/04/2022;0;11.5;88;949.3
10100;24/04/2022;1;12.7;87;949.2
10100;24/04/2022;2;12.3;87;948.9
10100;24/04/2022;3;11.6;87;948.2
10100;24/04/2022;4;10.6;89;947.7
10100;24/04/2022;5;9.5;92;947.4
10100;24/04/2022;6;8.1;96;947.4
10100;24/04/2022;7;7.3;92;947.8
10100;24/04/2022;8;8.3;84;948.1
10100;24/04/2022;9;12.5;87;948.4
10100;24/04/2022;10;19.5;65;948.5
10100;24/04/2022;11;25.8;51;948.2
10100;24/04/2022;12;28;38;947.4
10100;24/04/2022;13;29.4;42;946.6
10100;24/04/2022;14;29.2;42;945.4
10100;24/04/2022;15;30;43;944.6
10100;24/04/2022;16;30.1;42;944
10100;24/04/2022;17;29.1;42;943.8
10100;24/04/2022;18;28.5;44;943.6
10100;24/04/2022;19;24.8;54;943.7
10100;24/04/2022;20;22.6;64;944.6
10100;24/04/2022;21;21.8;81;945.4
10100;24/04/2022;22;21.5;81;945.8
10100;24/04/2022;23;20.8;82;946.2
10100;25/04/2022;0;17.4;93;946.6
10100;25/04/2022;1;17;95;946.9
10100;25/04/2022;2;15.4;97;946.4
10100;25/04/2022;3;21.2;78;946
10100;25/04/2022;4;22.6;67;944.9
10100;25/04/2022;5;23.8;62;944.5
10100;25/04/2022;6;15.6;98;945.4
10100;25/04/2022;7;15.6;91;947.6
10100;25/04/2022;8;19;76;951
10100;25/04/2022;9;19;62;952.8
10100;25/04/2022;10;20.6;43;953.7
10100;25/04/2022;11;20.7;47;954.2
10100;25/04/2022;12;21.6;44;954.1
10100;25/04/2022;13;22.4;39;953.2
10100;25/04/2022;14;24;35;952
10100;25/04/2022;15;24.4;36;951.2
10100;25/04/2022;16;22.6;46;951
10100;25/04/2022;17;24.2;37;951
10100;25/04/2022;18;23;42;951.2
10100;25/04/2022;19;17.7;58;951.4
10100;25/04/2022;20;13.4;71;951.7
10100;25/04/2022;21;13.2;74;952.1
10100;25/04/2022;22;12.5;74;952.2
10100;25/04/2022;23;13;73;952.5
10100;26/04/2022;0;12.4;75;952.2
10100;26/04/2022;1;12;79;951.8
10100;26/04/2022;2;11.4;83;951.2
10100;26/04/2022;3;11.4;84;949.8
10100;26/04/2022;4;11.3;87;948.9
10100;26/04/2022;5;11;89;947.8
10100;26/04/2022;6;10.6;95;947.3
10100;26/04/2022;7;14;87;947.3
10100;26/04/2022;8;15.1;89;947.2
10100;26/04/2022;9;16.8;82;946.8
10100;26/04/2022;10;23.2;74;946.4
10100;26/04/2022;11;25.7;70;945.8
10100;26/04/2022;12;27.2;64;944.8
10100;26/04/2022;13;30.8;53;943.4
10100;26/04/2022;14;31.8;45;942
10100;26/04/2022;15;32.5;43;940.6
10100;26/04/2022;16;32.5;40;939.7
10100;26/04/2022;17;32.2;39;939.6
10100;26/04/2022;18;27.2;68;939.8
10100;26/04/2022;19;24.1;80;940.4
10100;26/04/2022;20;21.8;90;940.9
10100;26/04/2022;21;20.6;93;941.4
10100;26/04/2022;22;19;96;941.8
10100;26/04/2022;23;19.6;95;942.1
10100;27/04/2022;0;22.1;81;942.1
10100;27/04/2022;1;22;80;942.5
10100;27/04/2022;2;21;85;944.2
10100;27/04/2022;3;15.2;60;948
10100;27/04/2022;4;14.7;51;949.2
10100;27/04/2022;5;14.7;42;950.5
10100;27/04/2022;6;13.9;43;952.1
10100;27/04/2022;7;12.6;46;953
10100;27/04/2022;8;11.4;48;954.2
10100;27/04/2022;9;12.8;43;955.4
10100;27/04/2022;10;15;32;956.4
10100;27/04/2022;11;16.4;27;956.8
10100;27/04/2022;12;17;24;956.6
10100;27/04/2022;13;18;23;955.8
10100;27/04/2022;14;18.6;20;954.9
10100;27/04/2022;15;19.4;23;953.6
10100;27/04/2022;16;19.6;24;952.8
10100;27/04/2022;17;19.4;26;952.6
10100;27/04/2022;18;19;27;952.6
10100;27/04/2022;19;13.1;57;952.8
10100;27/04/2022;20;12.2;50;953.7
10100;27/04/2022;21;10.6;55;953.7
10100;27/04/2022;22;10.5;53;954.6
10100;27/04/2022;23;10;63;955
10100;28/04/2022;0;7.3;78;955.4
10100;28/04/2022;1;6.2;76;955.7
10100;28/04/2022;2;6.3;74;955.7
10100;28/04/2022;3;6.5;68;955
10100;28/04/2022;4;5.5;76;956.2
10100;28/04/2022;5;4.3;83;956.6
10100;28/04/2022;6;6.6;68;957.4
10100;28/04/2022;7;11.2;47;960.5
10100;28/04/2022;8;11.7;44;963
10100;28/04/2022;9;11.8;45;965.4
10100;28/04/2022;10;12.9;34;966.8
10100;28/04/2022;11;14.2;31;967.4
10100;28/04/2022;12;14.5;30;967.7
10100;28/04/2022;13;16.1;26;967.4
10100;28/04/2022;14;16.8;29;966.8
10100;28/04/2022;15;16.9;27;966
10100;28/04/2022;16;16.8;26;965.4
10100;28/04/2022;17;16.2;29;965.3
10100;28/04/2022;18;14.9;35;965.2
10100;28/04/2022;19;9.8;50;965.7
10100;28/04/2022;20;4.8;61;966.4
10100;28/04/2022;21;4.1;67;967.2
10100;28/04/2022;22;3.4;78;967.8
10100;28/04/2022;23;3.7;73;968.2
10100;29/04/2022;0;3.8;73;968.5
10100;29/04/2022;1;3.3;74;968.2
10100;29/04/2022;2;2.8;81;968.5
10100;29/04/2022;3;5.1;75;968.6
10100;29/04/2022;4;5.4;72;968.4
10100;29/04/2022;5;7;75;967.8
10100;29/04/2022;6;7.6;81;968.1
10100;29/04/2022;7;8;83;968.1
10100;29/04/2022;8;7.8;87;968.2
10100;29/04/2022;9;9;70;968.8
10100;29/04/2022;10;10.6;49;969.4
10100;29/04/2022;11;11.6;42;969.7
10100;29/04/2022;12;12;39;969.3
10100;29/04/2022;13;13.2;36;969.1
10100;29/04/2022;14;14.5;34;967.6
10100;29/04/2022;15;14.6;33;966.5
10100;29/04/2022;16;14.8;34;965.8
10100;29/04/2022;17;14.4;37;965.4
10100;29/04/2022;18;14.1;39;965.3
10100;29/04/2022;19;10.9;60;965
10100;29/04/2022;20;10.9;60;965.4
10100;29/04/2022;21;9.9;74;965.8
10100;29/04/2022;22;9.8;67;965.8
10100;29/04/2022;23;9.8;68;966
10100;30/04/2022;0;9.7;70;965.7
10100;30/04/2022;1;9.5;74;965
10100;30/04/2022;2;9.3;74;964.4
10100;30/04/2022;3;7.8;83;963.3
10100;30/04/2022;4;7.9;77;962.4
10100;30/04/2022;5;6.9;76;961.6
10100;30/04/2022;6;7.9;76;961.3
10100;30/04/2022;7;8.6;67;961
10100;30/04/2022;8;10;72;961.4
10100;30/04/2022;9;11.2;62;961.8
10100;30/04/2022;10;11.5;57;962.2
10100;30/04/2022;11;13.2;55;961.8
10100;30/04/2022;12;14.1;48;961.7
10100;30/04/2022;13;16.9;41;961
10100;30/04/2022;14;16.5;42;959.7
10100;30/04/2022;15;17.5;37;958.5
10100;30/04/2022;16;17.7;32;958
10100;30/04/2022;17;17.5;34;958.2
10100;30/04/2022;18;16.2;39;958.2
10100;30/04/2022;19;10.6;53;958.6
10100;30/04/2022;20;6.5;75;959.2
10100;30/04/2022;21;6.8;74;959.6
10100;30/04/2022;22;6.4;79;959.8
10100;30/04/2022;23;6;79;960
10100;01/05/2022;0;5.3;79;960.5
10100;01/05/2022;1;3.6;90;960
10100;01/05/2022;2;3.6;86;959.4
10100;01/05/2022;3;3.8;87;959
10100;01/05/2022;4;3.9;92;958.8
10100;01/05/2022;5;3.8;86;958.4
10100;01/05/2022;6;3.4;89;958.2
10100;01/05/2022;7;3.6;87;958.6
10100;01/05/2022;8;4.2;85;959.4
10100;01/05/2022;9;9.4;74;960.2
10100;01/05/2022;10;15.2;54;960.6
10100;01/05/2022;11;17.2;42;960.9
10100;01/05/2022;12;19.1;37;960.6
10100;01/05/2022;13;19.4;35;959.8
10100;01/05/2022;14;20.5;32;958.9
10100;01/05/2022;15;21.2;28;958
10100;01/05/2022;16;20.8;30;957.6
10100;01/05/2022;17;19.8;36;957.7
10100;01/05/2022;18;18.3;38;958
10100;01/05/2022;19;14.4;58;958.4
10100;01/05/2022;20;11.9;69;959.3
10100;01/05/2022;21;10.6;67;960.5
10100;01/05/2022;22;10.2;71;961.3
10100;01/05/2022;23;7.8;81;962
10100;02/05/2022;0;6.8;80;962.2
10100;02/05/2022;1;6;85;962.2
10100;02/05/2022;2;5.8;84;962.1
10100;02/05/2022;3;7.5;81;961.8
10100;02/05/2022;4;8.7;78;961.7
10100;02/05/2022;5;9.4;82;961.4
10100;02/05/2022;6;9.5;83;961.8
10100;02/05/2022;7;9.6;82;962.1
10100;02/05/2022;8;9.4;85;962.8
10100;02/05/2022;9;10.1;86;963.6
10100;02/05/2022;10;12.6;69;964.1
10100;02/05/2022;11;13.4;65;964.6
10100;02/05/2022;12;15;59;964.8
10100;02/05/2022;13;16.4;53;964.1
10100;02/05/2022;14;17.7;50;963.6
10100;02/05/2022;15;18;44;962.8
10100;02/05/2022;16;18.4;42;962.9
10100;02/05/2022;17;18.4;44;962.9
10100;02/05/2022;18;16.2;52;963.3
10100;02/05/2022;19;9.8;80;963.6
10100;02/05/2022;20;6.9;82;964.6
10100;02/05/2022;21;6.5;83;965.8
10100;02/05/2022;22;5.9;85;966.5
10100;02/05/2022;23;5.3;88;967
10100;03/05/2022;0;4.9;88;967.3
10100;03/05/2022;1;5.5;88;967
10100;03/05/2022;2;6;88;966.8
10100;03/05/2022;3;4.8;92;966.5
10100;03/05/2022;4;4.3;94;966
10100;03/05/2022;5;3.7;95;965.4
10100;03/05/2022;6;3.3;97;965.2
10100;03/05/2022;7;2.6;100;965.2
10100;03/05/2022;8;2.6;97;965.7
10100;03/05/2022;9;5;85;966.1
10100;03/05/2022;10;11;76;966.5
10100;03/05/2022;11;14.2;61;966.4
10100;03/05/2022;12;16.6;51;966.2
10100;03/05/2022;13;18.6;43;965.6
10100;03/05/2022;14;19.4;41;964.4
10100;03/05/2022;15;20.4;40;963.3
10100;03/05/2022;16;20.4;38;962.6
10100;03/05/2022;17;19.1;41;962.5
10100;03/05/2022;18;17.5;45;962.6
10100;03/05/2022;19;10.7;67;962.9
10100;03/05/2022;20;8.1;75;963.3
10100;03/05/2022;21;9.3;76;963.4
10100;03/05/2022;22;9;75;963.4
10100;03/05/2022;23;7.2;81;963.4
10100;04/05/2022;0;6;84;963.4
10100;04/05/2022;1;6.4;85;962.9
10100;04/05/2022;2;6.4;85;962.6
10100;04/05/2022;3;3;93;962.2
10100;04/05/2022;4;2.2;95;961.7
10100;04/05/2022;5;3.1;90;961.2
10100;04/05/2022;6;1.7;98;960.9
10100;04/05/2022;7;0.5;98;961
10100;04/05/2022;8;1.5;94;961.4
10100;04/05/2022;9;6.8;84;961.8
10100;04/05/2022;10;13.2;66;962.2
10100;04/05/2022;11;16.8;53;962.4
10100;04/05/2022;12;20.6;37;962
10100;04/05/2022;13;22.3;34;961.2
10100;04/05/2022;14;24.2;26;960.1
10100;04/05/2022;15;25.4;27;959
10100;04/05/2022;16;24.7;30;958.5
10100;04/05/2022;17;23.8;34;958.2
10100;04/05/2022;18;21.4;39;958.2
10100;04/05/2022;19;16.7;52;958.9
10100;04/05/2022;20;13.2;62;959.7
10100;04/05/2022;21;11;68;960
10100;04/05/2022;22;10.9;72;960.4
10100;04/05/2022;23;9.2;73;960.5
10100;05/05/2022;0;8.4;78;960.4
10100;05/05/2022;1;6.8;82;960.1
10100;05/05/2022;2;5;85;960
10100;05/05/2022;3;6.5;80;959.4
10100;05/05/2022;4;4.2;92;959.4
10100;05/05/2022;5;3.4;89;959
10100;05/05/2022;6;6;77;958.5
10100;05/05/2022;7;7.8;68;958.5
10100;05/05/2022;8;5.4;82;958.9
10100;05/05/2022;9;10.4;67;959.4
10100;05/05/2022;10;17.8;51;960
10100;05/05/2022;11;19.4;41;960.5
10100;05/05/2022;12;22.4;35;960.2
10100;05/05/2022;13;23.6;33;959.7
10100;05/05/2022;14;25;29;958.9
10100;05/05/2022;15;26.4;28;958.4
10100;05/05/2022;16;26.8;26;957.8
10100;05/05/2022;17;25.4;26;957.8
10100;05/05/2022;18;23;33;958.6
10100;05/05/2022;19;15.4;59;958.5
10100;05/05/2022;20;15.7;51;959.3
10100;05/05/2022;21;13.9;56;960
10100;05/05/2022;22;12.1;60;960.5
10100;05/05/2022;23;10.3;66;960.8
10100;06/05/2022;0;10.3;69;960.9
10100;06/05/2022;1;10.2;71;961.2
10100;06/05/2022;2;10;71;961
10100;06/05/2022;3;9.9;70;960.9
10100;06/05/2022;4;10.6;61;960.6
10100;06/05/2022;5;8.7;76;960.6
10100;06/05/2022;6;7.9;77;960.8
10100;06/05/2022;7;7.5;81;961.4
10100;06/05/2022;8;7.9;80;962.2
10100;06/05/2022;9;12.2;69;962.6
10100;06/05/2022;10;16;61;963.3
10100;06/05/2022;11;20;45;963.6
10100;06/05/2022;12;22.4;38;963.6
10100;06/05/2022;13;24.2;30;963.3
10100;06/05/2022;14;25.5;29;962.6
10100;06/05/2022;15;25.6;30;962.2
10100;06/05/2022;16;25.2;30;962.1
10100;06/05/2022;17;24.8;30;962.1
10100;06/05/2022;18;21.6;44;962
10100;06/05/2022;19;16.9;67;962.6
10100;06/05/2022;20;13.6;77;963.3
10100;06/05/2022;21;12.1;87;963.8
10100;06/05/2022;22;11.8;86;964.2
10100;06/05/2022;23;11.4;89;964
10100;07/05/2022;0;10.1;89;963.8
10100;07/05/2022;1;9.6;90;964
10100;07/05/2022;2;9;95;963.7
10100;07/05/2022;3;8.6;95;963.6
10100;07/05/2022;4;8.8;95;963.3
10100;07/05/2022;5;8;92;962.6
10100;07/05/2022;6;8.4;86;962.5
10100;07/05/2022;7;9;85;962.6
10100;07/05/2022;8;8.6;88;963
10100;07/05/2022;9;10.8;83;963.3
10100;07/05/2022;10;15.8;77;963.6
10100;07/05/2022;11;18.4;64;963.4
10100;07/05/2022;12;20;52;963
10100;07/05/2022;13;22.8;43;962
10100;07/05/2022;14;25.9;35;960.6
10100;07/05/2022;15;25.7;35;959.8
10100;07/05/2022;16;26.6;34;959.4
10100;07/05/2022;17;25.9;39;959.3
10100;07/05/2022;18;22.9;50;959.6
10100;07/05/2022;19;19.8;59;960.1
10100;07/05/2022;20;17.6;68;960.6
10100;07/05/2022;21;15.6;78;960.9
10100;07/05/2022;22;16.2;73;961
10100;07/05/2022;23;15.5;77;960.6
10100;08/05/2022;0;15.2;77;960.2
10100;08/05/2022;1;15.5;78;959.7
10100;08/05/2022;2;16.4;72;958.9
10100;08/05/2022;3;17;68;958.2
10100;08/05/2022;4;16.9;67;957.8
10100;08/05/2022;5;17;67;957.4
10100;08/05/2022;6;15.4;73;957.4
